Cereals,Veg&Fruits,Roots,Protein,Sugar&Oil,,
0.471266154350177,0.0558956347091902,0.0458487173204869,0.139630149861728,0.224710543674146,,
0.252751319827706,0.0621708993764745,0.0366997421815712,0.254348662431101,0.303730320034826,,
0.625344225232054,0.0424431279775750,0.0499041708736938,0.0760855010951826,0.159032959632429,,
0.330469306103686,0.0760416844203236,0.289999004498779,0.0563162411356728,0.176509897018108,,
0.342384675035498,0.0661293686727230,0.0505575624635744,0.180583270592336,0.291090856732711,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,